"Genotype","Year","Experiment","Dpi","Phenotype"
456077,2016,2,6,1.714285714
456078,2016,2,6,2.375
456079,2016,2,6,NA
456080,2016,2,6,1.5
456082,2016,2,6,2.125
456084,2016,2,6,2.125
456085,2016,2,6,1
456087,2016,2,6,NA
456088,2016,2,6,1
456089,2016,2,6,3
456090,2016,2,6,1.571428571
456091,2016,2,6,1.142857143
456092,2016,2,6,NA
456093,2016,2,6,1.857142857
456094,2016,2,6,2.5
456095,2016,2,6,1.5
456101,2016,2,6,1
456102,2016,2,6,3.25
456103,2016,2,6,1.142857143
456105,2016,2,6,1.875
456106,2016,2,6,1.142857143
456107,2016,2,6,1
456109,2016,2,6,1.125
456110,2016,2,6,1.5
457002,2016,2,6,2
457003,2016,2,6,2
457004,2016,2,6,3.714285714
457005,2016,2,6,2.625
457006,2016,2,6,4
457007,2016,2,6,NA
457008,2016,2,6,1.875
457009,2016,2,6,3.375
457010,2016,2,6,3.375
457011,2016,2,6,1.5
457012,2016,2,6,2
457013,2016,2,6,3.285714286
457014,2016,2,6,1.333333333
457015,2016,2,6,1.625
457017,2016,2,6,2.285714286
457018,2016,2,6,1.5
457019,2016,2,6,1.625
457020,2016,2,6,2
457021,2016,2,6,1.75
457022,2016,2,6,3.285714286
457023,2016,2,6,2.857142857
457024,2016,2,6,2.375
457025,2016,2,6,1
457026,2016,2,6,1.125
457027,2016,2,6,2.875
457028,2016,2,6,2.25
457029,2016,2,6,3.333333333
457030,2016,2,6,1
457032,2016,2,6,2.125
457033,2016,2,6,1.125
457034,2016,2,6,3.428571429
457035,2016,2,6,1.75
457036,2016,2,6,2
457037,2016,2,6,2.5
457038,2016,2,6,3
457039,2016,2,6,2.571428571
457040,2016,2,6,1.4
457041,2016,2,6,1.125
457042,2016,2,6,NA
457043,2016,2,6,1
457044,2016,2,6,1.25
457045,2016,2,6,1.125
457051,2016,2,6,1.142857143
457052,2016,2,6,2.75
457053,2016,2,6,1.142857143
457055,2016,2,6,2.714285714
457056,2016,2,6,1
457057,2016,2,6,2.571428571
457058,2016,2,6,1.714285714
457059,2016,2,6,1.125
455096,2016,2,7,1
455097,2016,2,7,1.25
455098,2016,2,7,1
455099,2016,2,7,2.375
455100,2016,2,7,4.875
455102,2016,2,7,1.875
455103,2016,2,7,NA
455104,2016,2,7,1.571428571
455105,2016,2,7,1
455106,2016,2,7,1.125
455107,2016,2,7,1.25
455108,2016,2,7,1
455109,2016,2,7,1
455110,2016,2,7,1.285714286
456001,2016,2,7,1.375
456002,2016,2,7,1
456003,2016,2,7,2
456004,2016,2,7,1.875
456005,2016,2,7,3.833333333
456007,2016,2,7,1.428571429
456008,2016,2,7,3.666666667
456009,2016,2,7,1.125
456010,2016,2,7,1.375
456011,2016,2,7,1.25
456012,2016,2,7,1.75
456013,2016,2,7,1
456014,2016,2,7,1.625
456015,2016,2,7,5
456016,2016,2,7,1.25
456017,2016,2,7,2.25
456018,2016,2,7,2.125
456019,2016,2,7,1.25
456020,2016,2,7,1.125
456022,2016,2,7,1.75
456023,2016,2,7,3.75
456024,2016,2,7,1
456025,2016,2,7,1
456026,2016,2,7,1
456027,2016,2,7,1
456028,2016,2,7,NA
456029,2016,2,7,1.125
456030,2016,2,7,2
456031,2016,2,7,NA
456032,2016,2,7,1.142857143
456033,2016,2,7,1
456034,2016,2,7,1.875
456035,2016,2,7,1.125
456037,2016,2,7,2.714285714
456038,2016,2,7,1.285714286
456039,2016,2,7,3.571428571
456040,2016,2,7,1.5
456041,2016,2,7,1
456042,2016,2,7,2.333333333
456044,2016,2,7,1.142857143
456045,2016,2,7,1.125
456046,2016,2,7,NA
456047,2016,2,7,1
456048,2016,2,7,3.333333333
456049,2016,2,7,1.285714286
456050,2016,2,7,3
456052,2016,2,7,2.875
456053,2016,2,7,1.285714286
456054,2016,2,7,1.25
456056,2016,2,7,1.375
456057,2016,2,7,3.75
456058,2016,2,7,1.5
456059,2016,2,7,2.25
456060,2016,2,7,2.25
456062,2016,2,7,1.25
456063,2016,2,7,2.875
456064,2016,2,7,1.875
456065,2016,2,7,NA
456067,2016,2,7,2.5
456068,2016,2,7,1.625
456069,2016,2,7,NA
456070,2016,2,7,1
456071,2016,2,7,1.857142857
456072,2016,2,7,1.428571429
456073,2016,2,7,1
456074,2016,2,7,1.142857143
456075,2016,2,7,1.625
456076,2016,2,7,1.5
456077,2016,2,7,1.857142857
456078,2016,2,7,2.5
456079,2016,2,7,NA
456080,2016,2,7,1.625
456082,2016,2,7,2.125
456084,2016,2,7,1.875
456085,2016,2,7,1
456087,2016,2,7,NA
456088,2016,2,7,1
456089,2016,2,7,3.125
456090,2016,2,7,1.714285714
456091,2016,2,7,1.285714286
456092,2016,2,7,NA
456093,2016,2,7,2
456094,2016,2,7,2.625
456095,2016,2,7,1.875
456101,2016,2,7,1.166666667
456102,2016,2,7,3.375
456103,2016,2,7,1.142857143
456105,2016,2,7,1.75
456106,2016,2,7,1.142857143
456107,2016,2,7,1
456109,2016,2,7,1
456110,2016,2,7,1.5
457002,2016,2,7,2.25
457003,2016,2,7,2
457004,2016,2,7,3.857142857
457005,2016,2,7,2.75
457006,2016,2,7,3.833333333
457007,2016,2,7,NA
457008,2016,2,7,1.625
457009,2016,2,7,3.5
457010,2016,2,7,3.375
457011,2016,2,7,1.625
457012,2016,2,7,2.375
457013,2016,2,7,3.428571429
457014,2016,2,7,1.333333333
457015,2016,2,7,1.875
457017,2016,2,7,2.428571429
457018,2016,2,7,1.5
457019,2016,2,7,1.5
457020,2016,2,7,2
457021,2016,2,7,1.875
457022,2016,2,7,3.142857143
457023,2016,2,7,3
457024,2016,2,7,2
457025,2016,2,7,1
457026,2016,2,7,1.375
457027,2016,2,7,2.875
457028,2016,2,7,2.5
457029,2016,2,7,3.666666667
457030,2016,2,7,1
457032,2016,2,7,2.125
457033,2016,2,7,1.125
457034,2016,2,7,3
457035,2016,2,7,1.625
457036,2016,2,7,2
457037,2016,2,7,2.625
457038,2016,2,7,3
457039,2016,2,7,3.142857143
457040,2016,2,7,1.4
457041,2016,2,7,1.125
457042,2016,2,7,NA
457043,2016,2,7,1
457044,2016,2,7,1.375
457045,2016,2,7,1.125
457051,2016,2,7,1.142857143
457052,2016,2,7,2.75
457053,2016,2,7,1.285714286
457055,2016,2,7,2.857142857
457056,2016,2,7,1
457057,2016,2,7,2.571428571
457058,2016,2,7,1.714285714
457059,2016,2,7,1.125
455096,2016,3,4,1
455097,2016,3,4,1.125
455098,2016,3,4,1
455099,2016,3,4,1
455100,2016,3,4,4.125
455102,2016,3,4,1
455103,2016,3,4,NA
455104,2016,3,4,1.125
455105,2016,3,4,1
455106,2016,3,4,1
455107,2016,3,4,1
455108,2016,3,4,1
455109,2016,3,4,1.666666667
455110,2016,3,4,1.125
456001,2016,3,4,1.5
456002,2016,3,4,1
456003,2016,3,4,1
456004,2016,3,4,1
456005,2016,3,4,1.857142857
456007,2016,3,4,1
456008,2016,3,4,1
456009,2016,3,4,1
456010,2016,3,4,1.125
456011,2016,3,4,1
456012,2016,3,4,1
456013,2016,3,4,1
456014,2016,3,4,1.285714286
456015,2016,3,4,2.833333333
456016,2016,3,4,1
456017,2016,3,4,1
456018,2016,3,4,1
456019,2016,3,4,1.125
456020,2016,3,4,1
456022,2016,3,4,1
456023,2016,3,4,2.375
456024,2016,3,4,1
456025,2016,3,4,1
456026,2016,3,4,1.25
456027,2016,3,4,1
456028,2016,3,4,NA
456029,2016,3,4,1
456030,2016,3,4,1.75
456031,2016,3,4,NA
456032,2016,3,4,1
456033,2016,3,4,1
456034,2016,3,4,1.5
456035,2016,3,4,1
456037,2016,3,4,1
456038,2016,3,4,1
456039,2016,3,4,1.25
456040,2016,3,4,1
456041,2016,3,4,1
456042,2016,3,4,1.25
456044,2016,3,4,1.125
456045,2016,3,4,1
456046,2016,3,4,NA
456047,2016,3,4,1
456048,2016,3,4,1.25
456049,2016,3,4,1.125
456050,2016,3,4,1.25
456052,2016,3,4,1.125
456053,2016,3,4,1
456054,2016,3,4,1
456056,2016,3,4,1.125
456057,2016,3,4,1.125
456058,2016,3,4,1
456059,2016,3,4,1.5
456060,2016,3,4,1.125
456062,2016,3,4,1
456063,2016,3,4,2
456064,2016,3,4,1.25
456065,2016,3,4,NA
456067,2016,3,4,1.125
456068,2016,3,4,1.142857143
456069,2016,3,4,NA
456070,2016,3,4,1
456071,2016,3,4,1.25
456072,2016,3,4,1
456073,2016,3,4,1
456074,2016,3,4,1
456075,2016,3,4,1
456076,2016,3,4,1
456077,2016,3,4,1.25
456078,2016,3,4,1.5
456079,2016,3,4,NA
456080,2016,3,4,1.375
456082,2016,3,4,1
456084,2016,3,4,1.285714286
456085,2016,3,4,1
456087,2016,3,4,NA
456088,2016,3,4,1.142857143
456089,2016,3,4,2.166666667
456090,2016,3,4,1.25
456091,2016,3,4,1.375
456092,2016,3,4,NA
456093,2016,3,4,1
456094,2016,3,4,1.571428571
456095,2016,3,4,1
456101,2016,3,4,1
456102,2016,3,4,1.25
456103,2016,3,4,1
456105,2016,3,4,1
456106,2016,3,4,1.25
456107,2016,3,4,1
456109,2016,3,4,1
456110,2016,3,4,1.25
457002,2016,3,4,1
457003,2016,3,4,1.875
457004,2016,3,4,1.75
457005,2016,3,4,1
457006,2016,3,4,2.625
457007,2016,3,4,NA
457008,2016,3,4,1.125
457009,2016,3,4,1.375
457010,2016,3,4,1
457011,2016,3,4,1.125
457012,2016,3,4,1.25
457013,2016,3,4,1.5
457014,2016,3,4,1.125
457015,2016,3,4,1.375
457017,2016,3,4,1.75
457018,2016,3,4,1
457019,2016,3,4,1.375
457020,2016,3,4,1.4
457021,2016,3,4,2.125
457022,2016,3,4,1.5
457023,2016,3,4,1.625
457024,2016,3,4,1.375
457025,2016,3,4,1.125
457026,2016,3,4,1
457027,2016,3,4,2.25
457028,2016,3,4,1.125
457029,2016,3,4,3.857142857
457030,2016,3,4,1.25
457032,2016,3,4,1.25
457033,2016,3,4,1
457034,2016,3,4,1.75
457035,2016,3,4,1
457036,2016,3,4,1.125
457037,2016,3,4,1
457038,2016,3,4,1
457039,2016,3,4,1.125
457040,2016,3,4,1
457041,2016,3,4,1
457042,2016,3,4,NA
457043,2016,3,4,1
457044,2016,3,4,1
457045,2016,3,4,1
457051,2016,3,4,1
457052,2016,3,4,1.75
457053,2016,3,4,1
457055,2016,3,4,2.625
457056,2016,3,4,1
457057,2016,3,4,1.25
457058,2016,3,4,1
457059,2016,3,4,1
455096,2016,3,5,1.125
455097,2016,3,5,1.375
455098,2016,3,5,1
455099,2016,3,5,1
455100,2016,3,5,4.75
455102,2016,3,5,1
455103,2016,3,5,NA
455104,2016,3,5,1
455105,2016,3,5,1
455106,2016,3,5,1.125
455107,2016,3,5,1
455108,2016,3,5,1.285714286
455109,2016,3,5,2
455110,2016,3,5,1.25
456001,2016,3,5,2
456002,2016,3,5,1
456003,2016,3,5,1.142857143
456004,2016,3,5,1.142857143
456005,2016,3,5,1.857142857
456007,2016,3,5,1.25
456008,2016,3,5,1.5
456009,2016,3,5,1
456010,2016,3,5,1.125
456011,2016,3,5,1.142857143
456012,2016,3,5,1
456013,2016,3,5,1
456014,2016,3,5,1.571428571
456015,2016,3,5,4
456016,2016,3,5,1
456017,2016,3,5,1.25
456018,2016,3,5,1.25
456019,2016,3,5,1.625
456020,2016,3,5,1.285714286
456022,2016,3,5,1.25
456023,2016,3,5,3
456024,2016,3,5,1.125
456025,2016,3,5,1
456026,2016,3,5,1.25
456027,2016,3,5,1
456028,2016,3,5,NA
456029,2016,3,5,1
456030,2016,3,5,1.625
456031,2016,3,5,NA
456032,2016,3,5,1.125
456033,2016,3,5,1
456034,2016,3,5,1.625
456035,2016,3,5,1
456037,2016,3,5,1.125
456038,2016,3,5,1
456039,2016,3,5,2
456040,2016,3,5,1.125
456041,2016,3,5,1.375
456042,2016,3,5,1.5
456044,2016,3,5,1.25
456045,2016,3,5,1
456046,2016,3,5,NA
456047,2016,3,5,1
456048,2016,3,5,1.625
456049,2016,3,5,1.25
456050,2016,3,5,1.75
456052,2016,3,5,1.25
456053,2016,3,5,1
456054,2016,3,5,1.25
456056,2016,3,5,1.375
456057,2016,3,5,1.375
456058,2016,3,5,1
456059,2016,3,5,2.375
456060,2016,3,5,1.375
456062,2016,3,5,1
456063,2016,3,5,3
456064,2016,3,5,1.5
456065,2016,3,5,NA
456067,2016,3,5,1.875
456068,2016,3,5,1.571428571
456069,2016,3,5,NA
456070,2016,3,5,1
456071,2016,3,5,1.5
456072,2016,3,5,1
456073,2016,3,5,1
456074,2016,3,5,1
456075,2016,3,5,1.5
456076,2016,3,5,1
456077,2016,3,5,1.5
456078,2016,3,5,2.125
456079,2016,3,5,NA
456080,2016,3,5,2
456082,2016,3,5,1.5
456084,2016,3,5,1.428571429
456085,2016,3,5,1
456087,2016,3,5,NA
456088,2016,3,5,1.285714286
456089,2016,3,5,2.333333333
456090,2016,3,5,1.375
456091,2016,3,5,1.75
456092,2016,3,5,NA
456093,2016,3,5,1.875
456094,2016,3,5,2.285714286
456095,2016,3,5,1.125
456101,2016,3,5,1.125
456102,2016,3,5,1.5
456103,2016,3,5,1.125
456105,2016,3,5,1.125
456106,2016,3,5,1.625
456107,2016,3,5,1.625
456109,2016,3,5,1.125
456110,2016,3,5,1.5
457002,2016,3,5,1.75
457003,2016,3,5,2.625
457004,2016,3,5,3
457005,2016,3,5,1.25
457006,2016,3,5,3.25
457007,2016,3,5,NA
457008,2016,3,5,1.25
457009,2016,3,5,2.125
457010,2016,3,5,1.625
457011,2016,3,5,1.5
457012,2016,3,5,1.875
457013,2016,3,5,3
457014,2016,3,5,1.25
457015,2016,3,5,1.5
457017,2016,3,5,2.125
457018,2016,3,5,1
457019,2016,3,5,1.25
457020,2016,3,5,1.6
457021,2016,3,5,2.5
457022,2016,3,5,1.875
457023,2016,3,5,2.5
457024,2016,3,5,1.875
457025,2016,3,5,1.625
457026,2016,3,5,1.125
457027,2016,3,5,2.5
457028,2016,3,5,1.375
457029,2016,3,5,4.285714286
457030,2016,3,5,1.5
457032,2016,3,5,1.5
457033,2016,3,5,1
457034,2016,3,5,2.125
457035,2016,3,5,1.125
457036,2016,3,5,1.25
457037,2016,3,5,1.125
457038,2016,3,5,1.375
457039,2016,3,5,1.625
457040,2016,3,5,1
457041,2016,3,5,1.25
457042,2016,3,5,NA
457043,2016,3,5,1
457044,2016,3,5,1.375
457045,2016,3,5,1.375
457051,2016,3,5,1.25
457052,2016,3,5,2.625
457053,2016,3,5,1
457055,2016,3,5,3.125
457056,2016,3,5,1
457057,2016,3,5,1.625
457058,2016,3,5,1.375
457059,2016,3,5,1
455096,2016,3,6,1.125
455097,2016,3,6,1.375
455098,2016,3,6,1.125
455099,2016,3,6,1.125
455100,2016,3,6,5
455102,2016,3,6,1.125
455103,2016,3,6,NA
455104,2016,3,6,1
455105,2016,3,6,1
455106,2016,3,6,1
455107,2016,3,6,1
455108,2016,3,6,1.428571429
455109,2016,3,6,1.833333333
455110,2016,3,6,1.375
456001,2016,3,6,2.25
456002,2016,3,6,1.125
456003,2016,3,6,1.285714286
456004,2016,3,6,1.142857143
456005,2016,3,6,2.285714286
456007,2016,3,6,1.375
456008,2016,3,6,1.5
456009,2016,3,6,1.125
456010,2016,3,6,1.25
456011,2016,3,6,1.142857143
456012,2016,3,6,1.125
456013,2016,3,6,1
456014,2016,3,6,2.142857143
456015,2016,3,6,4.666666667
456016,2016,3,6,1
456017,2016,3,6,1.25
456018,2016,3,6,1.375
456019,2016,3,6,1.75
456020,2016,3,6,1.285714286
456022,2016,3,6,1.125
456023,2016,3,6,3.25
456024,2016,3,6,1.125
456025,2016,3,6,1
456026,2016,3,6,1.25
456027,2016,3,6,1.125
456028,2016,3,6,NA
456029,2016,3,6,1
456030,2016,3,6,1.75
456031,2016,3,6,NA
456032,2016,3,6,1.25
456033,2016,3,6,1.125
456034,2016,3,6,2.125
456035,2016,3,6,1
456037,2016,3,6,1.25
456038,2016,3,6,1
456039,2016,3,6,2.625
456040,2016,3,6,1.25
456041,2016,3,6,1.125
456042,2016,3,6,2.125
456044,2016,3,6,1.25
456045,2016,3,6,1
456046,2016,3,6,NA
456047,2016,3,6,1
456048,2016,3,6,1.75
456049,2016,3,6,1.375
456050,2016,3,6,1.375
456052,2016,3,6,1.25
456053,2016,3,6,1
456054,2016,3,6,1.75
456056,2016,3,6,1.25
456057,2016,3,6,1.375
456058,2016,3,6,1
456059,2016,3,6,2.875
456060,2016,3,6,1.625
456062,2016,3,6,1.125
456063,2016,3,6,3.5
456064,2016,3,6,1.75
456065,2016,3,6,NA
456067,2016,3,6,2.25
456068,2016,3,6,1.571428571
456069,2016,3,6,NA
456070,2016,3,6,1
456071,2016,3,6,1.75
456072,2016,3,6,1.125
456073,2016,3,6,1
456074,2016,3,6,1.125
456075,2016,3,6,1.625
456076,2016,3,6,1
456077,2016,3,6,1.75
456078,2016,3,6,2.375
456079,2016,3,6,NA
456080,2016,3,6,2
456082,2016,3,6,1.5
456084,2016,3,6,1.571428571
456085,2016,3,6,1
456087,2016,3,6,NA
456088,2016,3,6,1.571428571
456089,2016,3,6,2.666666667
456090,2016,3,6,1.375
456091,2016,3,6,1.75
456092,2016,3,6,NA
456093,2016,3,6,2.25
456094,2016,3,6,2.714285714
456095,2016,3,6,1.25
456101,2016,3,6,1.25
456102,2016,3,6,2.125
456103,2016,3,6,1.25
456105,2016,3,6,1.125
456106,2016,3,6,1.375
456107,2016,3,6,1.75
456109,2016,3,6,1
456110,2016,3,6,1.5
457002,2016,3,6,2
457003,2016,3,6,3.125
457004,2016,3,6,3.75
457005,2016,3,6,1.5
457006,2016,3,6,4
457007,2016,3,6,NA
457008,2016,3,6,1.25
457009,2016,3,6,2.5
457010,2016,3,6,1.875
457011,2016,3,6,1.25
457012,2016,3,6,2.25
457013,2016,3,6,3.5
457014,2016,3,6,1.375
457015,2016,3,6,2.125
457017,2016,3,6,2.875
457018,2016,3,6,1
457019,2016,3,6,1.5
457020,2016,3,6,2.2
457021,2016,3,6,2.5
457022,2016,3,6,2.375
457023,2016,3,6,2.875
457024,2016,3,6,2.25
457025,2016,3,6,1.75
457026,2016,3,6,1.125
457027,2016,3,6,3
457028,2016,3,6,1.625
457029,2016,3,6,4.428571429
457030,2016,3,6,1.625
457032,2016,3,6,2
457033,2016,3,6,1.125
457034,2016,3,6,2.625
457035,2016,3,6,1.25
457036,2016,3,6,1.5
457037,2016,3,6,1.125
457038,2016,3,6,1.375
457039,2016,3,6,1.875
457040,2016,3,6,1.25
457041,2016,3,6,1.375
457042,2016,3,6,NA
457043,2016,3,6,1
457044,2016,3,6,1.375
457045,2016,3,6,1.5
457051,2016,3,6,1.125
457052,2016,3,6,3.25
457053,2016,3,6,1.25
457055,2016,3,6,3.5
457056,2016,3,6,1
457057,2016,3,6,1.625
457058,2016,3,6,1.375
457059,2016,3,6,1
455096,2016,3,7,1.25
455097,2016,3,7,1.375
455098,2016,3,7,1.25
455099,2016,3,7,1.25
455100,2016,3,7,4.875
455102,2016,3,7,1.375
455103,2016,3,7,NA
455104,2016,3,7,1
455105,2016,3,7,1
455106,2016,3,7,1.125
455107,2016,3,7,1
455108,2016,3,7,1.571428571
455109,2016,3,7,2
455110,2016,3,7,1.5
456001,2016,3,7,2.25
456002,2016,3,7,1.25
456003,2016,3,7,1.571428571
456004,2016,3,7,1.142857143
456005,2016,3,7,2
456007,2016,3,7,1.25
456008,2016,3,7,1.875
456009,2016,3,7,1.125
456010,2016,3,7,1.375
456011,2016,3,7,1.142857143
456012,2016,3,7,1.375
456013,2016,3,7,1.125
456014,2016,3,7,2.142857143
456015,2016,3,7,4.833333333
456016,2016,3,7,1
456017,2016,3,7,1.625
456018,2016,3,7,1.5
456019,2016,3,7,1.875
456020,2016,3,7,1.428571429
456022,2016,3,7,1.125
456023,2016,3,7,3.375
456024,2016,3,7,1.125
456025,2016,3,7,1
456026,2016,3,7,1.25
456027,2016,3,7,1.125
456028,2016,3,7,NA
456029,2016,3,7,1.125
456030,2016,3,7,1.875
456031,2016,3,7,NA
456032,2016,3,7,1.5
456033,2016,3,7,1.125
456034,2016,3,7,2.25
456035,2016,3,7,1.125
456037,2016,3,7,1.375
456038,2016,3,7,1
456039,2016,3,7,2.625
456040,2016,3,7,1.375
456041,2016,3,7,1.25
456042,2016,3,7,2
456044,2016,3,7,1.25
456045,2016,3,7,1
456046,2016,3,7,NA
456047,2016,3,7,1.25
456048,2016,3,7,2.125
456049,2016,3,7,1.375
456050,2016,3,7,1.75
456052,2016,3,7,1.5
456053,2016,3,7,1.142857143
456054,2016,3,7,1.875
456056,2016,3,7,1.5
456057,2016,3,7,1.75
456058,2016,3,7,1
456059,2016,3,7,3
456060,2016,3,7,1.625
456062,2016,3,7,1.125
456063,2016,3,7,3.875
456064,2016,3,7,2.125
456065,2016,3,7,NA
456067,2016,3,7,2.25
456068,2016,3,7,1.714285714
456069,2016,3,7,NA
456070,2016,3,7,1
456071,2016,3,7,2.125
456072,2016,3,7,1.125
456073,2016,3,7,1.125
456074,2016,3,7,1.25
456075,2016,3,7,2.125
456076,2016,3,7,1
456077,2016,3,7,1.875
456078,2016,3,7,2.625
456079,2016,3,7,NA
456080,2016,3,7,2
456082,2016,3,7,1.75
456084,2016,3,7,1.571428571
456085,2016,3,7,1
456087,2016,3,7,NA
456088,2016,3,7,2
456089,2016,3,7,2.833333333
456090,2016,3,7,1.5
456091,2016,3,7,2
456092,2016,3,7,NA
456093,2016,3,7,2.625
456094,2016,3,7,3
456095,2016,3,7,1.375
456101,2016,3,7,1.25
456102,2016,3,7,2.375
456103,2016,3,7,1.375
456105,2016,3,7,1.125
456106,2016,3,7,1.75
456107,2016,3,7,1.875
456109,2016,3,7,1.125
456110,2016,3,7,1.375
457002,2016,3,7,2.125
457003,2016,3,7,3.25
457004,2016,3,7,4.125
457005,2016,3,7,1.75
457006,2016,3,7,4.125
457007,2016,3,7,NA
457008,2016,3,7,1.25
457009,2016,3,7,2.625
457010,2016,3,7,2
457011,2016,3,7,1.5
457012,2016,3,7,2.5
457013,2016,3,7,3.875
457014,2016,3,7,1.25
457015,2016,3,7,2
457017,2016,3,7,2.625
457018,2016,3,7,1
457019,2016,3,7,1.5
457020,2016,3,7,2.4
457021,2016,3,7,2.625
457022,2016,3,7,2.25
457023,2016,3,7,2.875
457024,2016,3,7,2.5
457025,2016,3,7,1.75
457026,2016,3,7,1
457027,2016,3,7,3
457028,2016,3,7,1.875
457029,2016,3,7,4.714285714
457030,2016,3,7,2
457032,2016,3,7,2.25
457033,2016,3,7,1.125
457034,2016,3,7,2.5
457035,2016,3,7,1.25
457036,2016,3,7,1.625
457037,2016,3,7,1.125
457038,2016,3,7,1.5
457039,2016,3,7,2.375
457040,2016,3,7,1.25
457041,2016,3,7,1.375
457042,2016,3,7,NA
457043,2016,3,7,1.125
457044,2016,3,7,1.5
457045,2016,3,7,1.625
457051,2016,3,7,1.25
457052,2016,3,7,3.375
457053,2016,3,7,1.25
457055,2016,3,7,3.625
457056,2016,3,7,1
457057,2016,3,7,1.625
457058,2016,3,7,1.5
457059,2016,3,7,1
